HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_4097	GUT_GENOME140283	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	4	Asia	China	CIBIO;CGR	MAG;Isolate	Direct	HQ	99.25	0.45	178294	4475735
HRGM_Genome_4098	GUT_GENOME140329	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__	2	Asia	China	CIBIO;CGR	MAG;Isolate	Direct	HQ	99.45	0	473835	2039736
HRGM_Genome_4099	GUT_GENOME001416	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus teuberi	1	Asia	China	CGR	Isolate	Direct	HQ	99.45	0.28	391219	2258161
HRGM_Genome_4100	GUT_GENOME239690	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa	1	Asia	China	CGR	Isolate	Direct	HQ	98.93	0	165429	5657158
HRGM_Genome_4101	GUT_GENOME000963	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena orotica	2	Asia	China	CIBIO;CGR	MAG;Isolate	Direct	HQ	99.12	0.29	198641	5921605
HRGM_Genome_4102	GUT_GENOME000994	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__	1	Asia	China	CGR	Isolate	Direct	HQ	96.04	0.84	46486	2690153
HRGM_Genome_4103	GUT_GENOME001039	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_C;g__Bacillus_E;s__Bacillus_E coagulans	2	Asia	China	CGR	Isolate	Direct	HQ	100	0	73324	2910400
HRGM_Genome_4104	GUT_GENOME001177	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	5	Europe;Asia	Sweden;China	CIBIO;HGM;CGR	MAG;Isolate	Direct	HQ	98.82	2.06	277699	5162566
HRGM_Genome_4105	GUT_GENOME000760	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium sordellii	8	Europe;Asia;North America	Sweden;Denmark;United States;China	CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	100	1.4	24039	3458647
HRGM_Genome_4106	GUT_GENOME000104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium massiliensis	3	Europe;North America	Canada;United States;United Kingdom	PATRIC/IMG;HBC	Isolate	Direct	HQ	99.3	0.7	2249377	3643390
HRGM_Genome_4107	GUT_GENOME000290	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935 sp900066925	3	Europe;North America	United States;United Kingdom	HBC;EBI	MAG;Isolate	Direct	HQ	99.3	0.23	1828200	3147737
HRGM_Genome_4108	GUT_GENOME001316	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides bouchesdurhonensis	1	Asia	China	CGR	Isolate	Direct	HQ	99.62	0.26	244685	3481777
HRGM_Genome_4109	GUT_GENOME001324	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	1	Asia	China	CGR	Isolate	Direct	HQ	99.42	0.58	127458	4189784
HRGM_Genome_4110	GUT_GENOME001443	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	19	Europe;Asia;North America	Denmark;China;Sweden;United States;United Kingdom	CIBIO;HGM;CGR;EBI	MAG;Isolate	Direct	HQ	100	0.59	117983	2655841
HRGM_Genome_4111	GUT_GENOME120672	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__	1	Europe	Spain	CIBIO	MAG		MQ	63.89	0.89	3809	1070230
HRGM_Genome_4112	GUT_GENOME026773	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__	2	Asia	Kazakhstan	CIBIO	MAG		MQ	77.95	0.93	5757	1250048
HRGM_Genome_4113	GUT_GENOME120882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UCG-010;s__	2	Europe	Spain	CIBIO;HGM	MAG	Direct	MQ	89.42	0.67	17199	1635313
HRGM_Genome_4114	GUT_GENOME121269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003516865	3	Europe	Sweden;Spain	CIBIO;HGM	MAG		HQ	97.32	0	123777	2115917
HRGM_Genome_4115	GUT_GENOME121273	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	2	Europe	Spain	CIBIO;HGM	MAG		MQ	79.05	1.89	4917	1182024
HRGM_Genome_4116	GUT_GENOME121457	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__	5	Europe	Sweden;Spain	CIBIO;HGM	MAG		MQ	89.42	1.57	20047	2177164
HRGM_Genome_4117	GUT_GENOME008340	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	1	Europe	Sweden	CIBIO	MAG		HQ	93.06	0.67	151172	1702468
HRGM_Genome_4118	GUT_GENOME121628	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda artemidis	2	Europe	Spain	CIBIO;HGM	MAG		HQ	98.06	0.05	57373	2160973
HRGM_Genome_4119	GUT_GENOME122014	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	1	Europe	Spain	CIBIO	MAG		HQ	94.94	0.63	37473	2870501
HRGM_Genome_4120	GUT_GENOME122072	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	4	Europe	Spain	CIBIO;HGM	MAG	Indirect	HQ	96.31	0	54566	1935247
HRGM_Genome_4121	GUT_GENOME122083	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__	3	Europe	Spain;France	CIBIO;HGM	MAG		HQ	95.16	0.81	370219	1634201
HRGM_Genome_4122	GUT_GENOME122231	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__;s__	3	Europe	Spain;Denmark	CIBIO;HGM	MAG		HQ	100	1.12	143006	1722017
HRGM_Genome_4123	GUT_GENOME122723	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	1	Asia	China	CIBIO	MAG		MQ	68.45	0.86	7886	2073126
HRGM_Genome_4124	GUT_GENOME045223	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp900199495	1	Asia	China	EBI	MAG		MQ	62.77	0.22	23445	1136343
HRGM_Genome_4125	GUT_GENOME122988	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	4	Europe;Africa;Asia	Spain;China;Madagascar	CIBIO	MAG		MQ	88.99	1.36	29592	2039797
HRGM_Genome_4126	GUT_GENOME128273	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	8	Asia;North America	Mongolia;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	91.5	1.36	32106	2031602
HRGM_Genome_4127	GUT_GENOME008347	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	2	Europe	Sweden	CIBIO	MAG		MQ	88.89	0.85	192291	1909808
HRGM_Genome_4128	GUT_GENOME253114	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	1	Europe	United Kingdom	CIBIO	MAG		MQ	86.74	2.14	31743	1806864
HRGM_Genome_4129	GUT_GENOME113709	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	5	Europe;North America	Canada;Denmark;Germany	CIBIO;EBI	MAG	Direct	MQ	89.74	1.14	122073	1985063
HRGM_Genome_4130	GUT_GENOME123846	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sanfranciscensis	6	Asia	China	CIBIO;HGM;EBI	MAG		HQ	97.4	0.78	17232	1209423
HRGM_Genome_4131	GUT_GENOME123864	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	1	Asia	China	CIBIO	MAG		MQ	53.27	0	3463	1163389
HRGM_Genome_4132	GUT_GENOME124203	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__	3	Asia	China	CIBIO;EBI	MAG	Indirect	HQ	96.42	0.38	13951	1913681
HRGM_Genome_4133	GUT_GENOME124450	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__	1	Asia	China	CIBIO	MAG		MQ	79.87	0.63	5724	1357580
HRGM_Genome_4134	GUT_GENOME193239	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum	5	North America	United States	EBI	MAG		HQ	92.72	0.63	119493	1905072
HRGM_Genome_4135	GUT_GENOME124455	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__UBA1822;s__	1	Asia	China	CIBIO	MAG		MQ	61.78	0.95	3230	1441273
HRGM_Genome_4136	GUT_GENOME125418	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	6	Asia	China	CIBIO;HGM;EBI	MAG	Indirect	HQ	96.89	0	52324	2018168
HRGM_Genome_4137	GUT_GENOME125517	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	1	Asia	China	CIBIO	MAG		MQ	78.45	0	17016	2224261
HRGM_Genome_4138	GUT_GENOME276091	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	1	Asia	Israel	CIBIO	MAG		MQ	73.52	0	76486	2469543
HRGM_Genome_4139	GUT_GENOME110697	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	8	Europe;Oceania;Asia	Denmark;China;Sweden;Israel;Fiji	CIBIO;HGM;EBI	MAG		HQ	91.24	0.06	30540	3097082
HRGM_Genome_4140	GUT_GENOME037804	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	2	Asia	China	EBI	MAG		HQ	90.78	1.6	20506	3157276
HRGM_Genome_4141	GUT_GENOME125520	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	1	Asia	China	CIBIO	MAG		HQ	95.9	0.57	14809	2319791
HRGM_Genome_4142	GUT_GENOME125765	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	1	Europe	Netherlands	CIBIO	MAG		MQ	73.96	1.12	17707	2621795
HRGM_Genome_4143	GUT_GENOME125826	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	1	Europe	Netherlands	CIBIO	MAG		MQ	83.02	3.72	5019	2257677
HRGM_Genome_4144	GUT_GENOME126180	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	1	Europe	Netherlands	CIBIO	MAG		MQ	89.28	0.85	107665	1933008
HRGM_Genome_4145	GUT_GENOME008492	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	15	South America;Europe;Oceania;Asia	Peru;Spain;Denmark;China;Sweden;Israel;Fiji	CIBIO;HGM;EBI	MAG	Indirect	HQ	96.94	0.63	130947	2762523
HRGM_Genome_4146	GUT_GENOME127408	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	1	Asia	Mongolia	CIBIO	MAG		MQ	65.42	0.67	3640	1224830
HRGM_Genome_4147	GUT_GENOME008627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	1	Europe	Sweden	CIBIO	MAG		MQ	83.68	2.19	8072	2232010
HRGM_Genome_4148	GUT_GENOME127505	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__	5	Europe;Asia	Sweden;Mongolia;United Kingdom	CIBIO;HGM	MAG		MQ	79.53	0.78	7043	1760859
HRGM_Genome_4149	GUT_GENOME127509	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	1	Asia	Mongolia	CIBIO	MAG		MQ	82.76	3.13	18883	1395290
HRGM_Genome_4150	GUT_GENOME008647	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA11475;s__UBA11475 sp003538975	1	Europe	Sweden	CIBIO	MAG		HQ	93.55	1.61	288028	1644097
HRGM_Genome_4151	GUT_GENOME236319	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA11475;s__UBA11475 sp003538975	8	Europe;Oceania;Asia;North America	United Kingdom;Israel;United States;Fiji	CIBIO;HGM	MAG	Direct	HQ	92.74	1.61	227959	1644696
HRGM_Genome_4152	GUT_GENOME128581	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__UBA1232;s__	10	Europe;Asia;North America	Mongolia;Spain;China;United States;United Kingdom	CIBIO;HGM;EBI	MAG	Indirect	HQ	95.48	0	45531	2245017
HRGM_Genome_4153	GUT_GENOME008718	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	1	Europe	Sweden	CIBIO	MAG		MQ	85.95	0.98	7634	2242585
HRGM_Genome_4154	GUT_GENOME129168	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria_D;s__Neisseria_D elongata	1	Asia	Mongolia	CIBIO	MAG		MQ	50.63	0	4754	1636053
HRGM_Genome_4155	GUT_GENOME098792	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	2	Asia	China	CIBIO;EBI	MAG		MQ	80.92	2.41	6884	1812730
HRGM_Genome_4156	GUT_GENOME129169	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas somerae_A	3	Asia;North America	Mongolia;United States	CIBIO;HGM;EBI	MAG		MQ	87.21	0.16	5386	1877343
HRGM_Genome_4157	GUT_GENOME129440	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	14	Africa;Asia;North America	Mongolia;China;United States;Kazakhstan;Madagascar	CIBIO;HGM	MAG		HQ	93.07	0.89	11848	2646709
HRGM_Genome_4158	GUT_GENOME129674	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__	2	Asia	Mongolia;China	CIBIO;HGM	MAG	Indirect	MQ	80.05	0.22	5982	1836309
HRGM_Genome_4159	GUT_GENOME221472	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__	2	Asia	Mongolia	CIBIO;HGM	MAG		MQ	77.01	0.84	4782	2196597
HRGM_Genome_4160	GUT_GENOME008742	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__	7	Europe;Asia	Germany;Spain;Sweden;United Kingdom;Israel;Kazakhstan	CIBIO	MAG		HQ	92.47	0	80183	1906398
HRGM_Genome_4161	GUT_GENOME130010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__	2	North America	United States	CIBIO;EBI	MAG	Direct	HQ	94.96	0.11	21364	1988610
HRGM_Genome_4162	GUT_GENOME008785	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	8	Europe;Asia	Denmark;China;Sweden;Israel;United Kingdom	CIBIO;HGM;EBI	MAG	Indirect	HQ	97.99	0	244359	2097770
HRGM_Genome_4163	GUT_GENOME130633	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	3	Europe;North America	Denmark;United States	CIBIO;EBI	MAG	Direct	HQ	95.51	1.12	115317	1540464
HRGM_Genome_4164	GUT_GENOME130636	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__	2	North America	United States	CIBIO;EBI	MAG		HQ	99.03	3.67	107724	3321781
HRGM_Genome_4165	GUT_GENOME131079	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__	6	Europe;North America	United States;Germany	CIBIO;EBI	MAG		HQ	97.87	0	461160	1965168
HRGM_Genome_4166	GUT_GENOME131085	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	1	North America	United States	CIBIO	MAG		HQ	96.39	0.19	82138	4597814
HRGM_Genome_4167	GUT_GENOME133171	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__	6	Europe	Denmark;United Kingdom	CIBIO;HGM;EBI	MAG	Indirect	MQ	87.3	1.12	12878	982109
HRGM_Genome_4168	GUT_GENOME133558	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__	3	Europe	Denmark;United Kingdom	CIBIO;EBI	MAG		MQ	81.52	1.61	85959	1113575
HRGM_Genome_4169	GUT_GENOME011495	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__	21	Europe;Oceania;Asia	Israel;Denmark;Fiji	CIBIO;HGM;EBI	MAG	Direct	MQ	81.52	1.61	806256	1121511
HRGM_Genome_4170	GUT_GENOME134977	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	1	Europe	Spain	CIBIO	MAG		HQ	90.64	0.56	11053	2197502
HRGM_Genome_4171	GUT_GENOME134988	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	2	Europe	Spain	CIBIO;EBI	MAG		HQ	90.2	0.95	43243	2310214
HRGM_Genome_4172	GUT_GENOME149574	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	2	Asia	China	CIBIO;HGM	MAG	Direct	HQ	96.9	0	112999	2497816
HRGM_Genome_4173	GUT_GENOME276126	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	3	Europe;Asia	Spain;Israel;France	CIBIO	MAG	Indirect	HQ	95.48	0.48	22714	2247261
HRGM_Genome_4174	GUT_GENOME283113	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	1	Europe	France	CIBIO	MAG		HQ	95.95	0.48	25397	2216405
HRGM_Genome_4175	GUT_GENOME108333	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	12	Europe;Asia;North America	Israel;United States;Denmark	CIBIO;EBI	MAG	Direct	HQ	92.86	0.48	238686	2209907
HRGM_Genome_4176	GUT_GENOME108492	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__CAG-831 sp000432775	8	Europe	Denmark;France	CIBIO;EBI	MAG	Direct	HQ	97.38	0.71	90443	2596897
HRGM_Genome_4177	GUT_GENOME110557	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	3	Europe	Denmark	CIBIO	MAG		HQ	95	1.43	30671	2176227
HRGM_Genome_4178	GUT_GENOME212654	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	3	North America	United States	EBI	MAG	Direct	HQ	97.86	1.19	70347	2486830
HRGM_Genome_4179	GUT_GENOME135463	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp000431155	42	Europe;Oceania;Asia;North America	Denmark;France;United Kingdom;Fiji;Germany;Spain;China;Israel;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	99.06	0.38	113106	2554789
HRGM_Genome_4180	GUT_GENOME135531	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__;s__	1	Europe	Spain	CIBIO	MAG	Direct	MQ	84.27	2.97	40842	1344631
HRGM_Genome_4181	GUT_GENOME279417	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__;s__	1	Asia	Israel	CIBIO	MAG		HQ	94.38	0.72	118064	1456179
HRGM_Genome_4182	GUT_GENOME009001	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	1	Europe	Sweden	CIBIO	MAG		MQ	56.05	0.81	66110	1208519
HRGM_Genome_4183	GUT_GENOME275136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	3	Europe;Asia	Sweden;Israel	CIBIO	MAG	Indirect	HQ	95.16	0.81	43871	2176712
HRGM_Genome_4184	GUT_GENOME136282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__;s__	7	Europe;North America	Spain;France;United States	CIBIO;EBI	MAG		MQ	80.91	1.09	6424	1270737
HRGM_Genome_4185	GUT_GENOME136911	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__	3	Europe	Spain;Denmark	CIBIO	MAG		HQ	90.61	3.23	14713	1545826
HRGM_Genome_4186	GUT_GENOME009103	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	5	Europe;North America	Sweden;United States	CIBIO	MAG		HQ	98.68	0.38	55633	2908659
HRGM_Genome_4187	GUT_GENOME113507	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	3	Europe;Asia	Israel;Denmark;Kazakhstan	CIBIO	MAG		HQ	90.42	0.38	17066	2138069
HRGM_Genome_4188	GUT_GENOME137451	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__	2	Europe	Spain	CIBIO;EBI	MAG		HQ	90.65	1.79	14440	2479856
HRGM_Genome_4189	GUT_GENOME137478	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__CAG-822 sp000432855	4	Europe	Spain	CIBIO	MAG	Indirect	HQ	91.57	1.69	23437	1363105
HRGM_Genome_4190	GUT_GENOME137644	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	1	Europe	Spain	CIBIO	MAG		MQ	77.23	0.94	44066	1369587
HRGM_Genome_4191	GUT_GENOME255855	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	2	Europe	United Kingdom	CIBIO	MAG		MQ	77.9	0.89	43391	1692015
HRGM_Genome_4192	GUT_GENOME105876	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	3	Europe	Sweden	CIBIO;HGM	MAG		MQ	80.7	2.01	13444	1549413
HRGM_Genome_4193	GUT_GENOME009122	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__UBA4626;s__	1	Europe	Sweden	CIBIO	MAG		MQ	78.61	0.56	4864	788854
HRGM_Genome_4194	GUT_GENOME138026	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	1	Europe	Spain	CIBIO	MAG		MQ	76.75	4.49	9320	1045475
HRGM_Genome_4195	GUT_GENOME261024	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	4	Europe;North America	Denmark;United States;United Kingdom	CIBIO;EBI	MAG		HQ	94.38	4.65	38760	1339361
HRGM_Genome_4196	GUT_GENOME111944	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	1	Europe	Denmark	CIBIO	MAG		HQ	94.38	4.49	32993	1212195
HRGM_Genome_4197	GUT_GENOME117640	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	1	Europe	Denmark	CIBIO	MAG		MQ	57.87	0	30574	554060
HRGM_Genome_4198	GUT_GENOME138032	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__RUG705;s__	3	Europe;Oceania	Spain;Fiji	CIBIO;EBI	MAG	Indirect	MQ	83.71	1.12	68065	1058803
HRGM_Genome_4199	GUT_GENOME138139	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__	1	Europe	Spain	CIBIO	MAG		HQ	91.34	4.09	56445	3647221
HRGM_Genome_4200	GUT_GENOME138473	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	1	Europe	Spain	CIBIO	MAG		MQ	69.98	2.85	4502	2005822
HRGM_Genome_4201	GUT_GENOME138783	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	1	Europe	Spain	CIBIO	MAG		HQ	96.46	1.32	31314	3003083
HRGM_Genome_4202	GUT_GENOME138794	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	1	Europe	Spain	CIBIO	MAG		MQ	87.51	4.61	6148	2456185
